STT,MaSo,Thuoc,dvt,dongia,tondauky_sl,tondauky_thanhtien,nhaptrongky_sl,nhaptrongky_thanhtien,xuattrongky_sl,xuattrongky_thanhtien,toncuoiky_sl,toncuoiky_thanhtien,thang,nam,hoatchat_dvt
7,ACYC04,"Acyclovir 250mg [Aciclovir](Lô:),Date )'HSX:JSC ""Kievmedpreparat""' 'NSX:Ukraine",Lọ,273000,50,13650000,0,0,0,0,50,13650000,5,2019,
8,ACY001,"Acyclovir 250mg [Aciclovir](Lô:),Date )'HSX:JSC ""Kievmedpreparat""' 'NSX:Ukraine",lọ,273000,1,273000,0,0,0,0,1,273000,5,2019,
9,ACYC02,"Acyclovir Stada 800mg [Aciclovir](Lô:),Date )'HSX:Công ty TNHH liên doanh Stada-Việt Nam' 'NSX:Việt Nam",Viên,3966,260,1031160,0,0,260,1031160,0,0,5,2019,
10,ACYC05,"Acyclovir Stada 800mg [Aciclovir](Lô:),Date )'HSX:Công ty TNHH liên doanh Stada-Việt Nam' 'NSX:Việt Nam",Viên,3966,0,0,1190,4719540,303,1201698,887,3517842,5,2019,
11,ADA002,"Adalat LA 30mg [Nifedipin](Lô:),Date )'HSX:Bayer Pharma AG' 'NSX:Germany",viên,9453.99,29,274165.71,0,0,1,9453.99,28,264711.72,5,2019,
12,ADRE02,"Adrenalin 1mg/1ml [Epinephrin (adrenalin)](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",Ống,2050,582,1193100,0,0,54,110700,528,1082400,5,2019,
13,AGIF01,"Agifuros 40mg [Furosemid ](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Agimexpharm' 'NSX:Việt Nam",Viên,97,3345,324461.66,0,0,568,55095.43,2777,269366.22,5,2019,
14,ALBI02,"Albiomin 100ml 20% [Albumin](Lô:),Date )'HSX:Sản xuất: Biotest AG; Xuất xưởng: Biotest Pharma GmbH' 'NSX:Đức",Lọ,1242000,113,140346000,0,0,13,16146000,100,124200000,5,2019,
15,ALDA01,"Aldactone 25mg [Spironolacton](Lô:),Date )'HSX:Olic (Thailand) Ltd' 'NSX:Thái Lan",Viên,1975,12882,25441948.81,0,0,10925,21576873.96,1957,3865074.84,5,2019,spironolacton_25_vien
16,ALDA01,"Aldactone 25mg [Spironolacton](Lô:),Date )'HSX:Olic (Thailand) Ltd' 'NSX:Thái Lan",Viên,1975,10000,19750000,0,0,0,0,10000,19750000,5,2019,spironolacton_25_vien
17,ALEX01,"Alexan (500mg) 50mg/ml [Cytarabin](Lô:),Date )'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo",Lọ,185000,6,1110000,0,0,6,1110000,0,0,5,2019,
18,ALK001,"Alkeran 50mg [Melphalan](Lô:),Date )'HSX:GlaxoSmithKline' 'NSX:Italy",lọ,9500000,0,0,20,190000000,15,142500000,5,47500000,5,2019,
19,ALO002,"Aloxi 0,25mg/5ml [Palonosetron hydroclorid](Lô:),Date )'HSX:Helsinn Birex Pharmaceuticals Ltd' 'NSX:Ireland",lọ,1666500,20,33330000,0,0,0,0,20,33330000,5,2019,
20,ALO001,"Aloxi 0,25mg/5ml [Palonosetron hydroclorid](Lô:),Date )'HSX:Helsinn Birex Pharmaceuticals Ltd' 'NSX:Ireland",lọ,1666500,4,6666000,0,0,0,0,4,6666000,5,2019,
21,AMIK01,"Amikacin 250mg/2ml [Amikacin*](Lô:),Date )'HSX:Sopharma PLC' 'NSX:Bungari",Lọ,24990,0,0,1260,31487400,0,0,1260,31487400,5,2019,
22,AMI0034,"Aminoplasmal B.Braun 10% E, 250ml [Acid amin*](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,94599.99,0,0,600,56759994,0,0,600,56759994,5,2019,
23,AMI0034,"Aminoplasmal B.Braun 10% E, 250ml [Acid amin*](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,94600,44,4162400,50,4730000,55,5203000,39,3689400,5,2019,
24,AMI0033,"Aminoplasmal B.Braun 5% E, 500ml [Acid amin*](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,114999.99,19,2184999.81,0,0,15,1724999.85,4,459999.96,5,2019,
25,AMI0033,"Aminoplasmal B.Braun 5% E, 500ml [Acid amin*](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,115000,50,5750000,0,0,0,0,50,5750000,5,2019,
26,AMI0032,"Aminoplasmal B.Braun 5%E, 250ml [Acid amin*](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,67725,86,5824350,0,0,0,0,86,5824350,5,2019,
27,AMLO01,"Amlor 5mg [Amlodipin](Lô:),Date )'HSX:Pfizer Australia Pty Ltd' 'NSX:Úc",Viên,7593,9596,72862426.14,0,0,690,5239169.84,8906,67623256.31,5,2019,
28,AMLO01,"Amlor 5mg [Amlodipin](Lô:),Date )'HSX:Pfizer Australia Pty Ltd' 'NSX:Úc",Viên,7593,658,4996194,0,0,658,4996194,0,0,5,2019,
29,AMPH04,"Ampholip 50mg 5mg/ml [Amphotericin B*](Lô:),Date )'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,1800000,343,617400000,0,0,0,0,343,617400000,5,2019,
30,AMPH03,"Amphotret (lô 2) 50mg [Amphotericin B*](Lô:),Date )'HSX:Bharat Serums and Vaccines Ltd' 'NSX:India",Lọ,168000,377,63336000,330,55440000,363,60984000,344,57792000,5,2019,
31,ANGU01,"Angut 300mg [Allopurinol ](Lô:),Date )'HSX:Công Ty TNHH MTV Dược Phẩm DHG' 'NSX:Việt Nam",Viên,325,12100,3932500,10000,3250000,8298,2696850,13802,4485650,5,2019,
32,ASAD01,"Asadin 10mg [Arsenic Trioxide](Lô:),Date )'HSX:TTY Biopharm Co., Ltd' 'NSX:Đài Loan",Lọ,2400000,15,36000000,0,0,15,36000000,0,0,5,2019,
33,ASP001,"Aspirin 81mg [Acetylsalicylic acid](Lô:),Date )'HSX:Chi nhánh Công ty Cổ phần dược phẩm Agimexpharm- Nhà máy sản xuất dược phẩm Agimexpharm' 'NSX:Việt Nam",viên,200,9544,1908788.55,0,0,89,17799.89,9455,1890988.65,5,2019,
34,ATIF01,"Atifolin inj 50mg/5ml [Calci folinat](Lô:),Date )'HSX:Nhà máy sản xuất Dược Phẩm An Thiên' 'NSX:Việt Nam",Lọ,35700,100,3570000,0,0,15,535500,85,3034500,5,2019,
35,ATR001,"Atracurium- Hameln 25mg/2,5ml [Atracurium besylat](Lô:),Date )'HSX:Hameln Pharmaceuticals GmbH' 'NSX:Germany",ống,42820,52,2226640,0,0,0,0,52,2226640,5,2019,
36,ATR0021,"Atropin sulfat 0,25mg [Atropin (sulfat)](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",ống,720,85,61200,0,0,0,0,85,61200,5,2019,
37,ATR0022,"Augmentin 250mg+31,25mg [Amoxicilin + acid clavulanic](Lô:),Date )'HSX:Glaxo Wellcome Production' 'NSX:France",gói,10670,1200,12803999,1020,10883399,276,2944919.77,1944,20742478.23,5,2019,
38,ATR0022,"Augmentin 250mg+31,25mg [Amoxicilin + acid clavulanic](Lô:),Date )'HSX:Glaxo Wellcome Production' 'NSX:France",gói,10670,680,7255600,0,0,200,2134000,480,5121600,5,2019,
39,AUGM01,"Augmentin 500mg; 125mg [Amoxicilin + acid clavulanic ](Lô:),Date )'HSX:SmithKline Beecham Pharmaceuticals' 'NSX:UK",Viên,11936,3893,46466845.61,0,0,2935,35032158.36,958,11434687.25,5,2019,amox_clavulanac_500_125_vien
40,AUGM01,"Augmentin 500mg; 125mg [Amoxicilin + acid clavulanic ](Lô:),Date )'HSX:SmithKline Beecham Pharmaceuticals' 'NSX:UK",Viên,11936,140,1671040,0,0,140,1671040,0,0,5,2019,amox_clavulanac_500_125_vien
41,AVE002,"Avelox 400mg/250ml [Moxifloxacin*](Lô:),Date )'HSX:Bayer Pharma AG' 'NSX:Germany",chai,367500,18,6615000,0,0,0,0,18,6615000,5,2019,
42,BAR0013,"Baraclude 0,5mg [Entecavir](Lô:),Date )'HSX:Bristol Myers Squibb' 'NSX:USA",viên,79894.99,1341,107139181.59,0,0,534,42663924.66,807,64475256.93,5,2019,
43,BETA02,"Betadine Antiseptic Solution 125ml W/v 10% [Povidon iodin](Lô:),Date )'HSX:Mundipharma Pharmaceuticals Ltd.' 'NSX:Cyprus",Chai,42399,194,8225406,16,678384,33,1399167,177,7504623,5,2019,
44,BETA01,"Betadine Gargle & Mouthwash 1% [Povidon iodin](Lô:),Date )'HSX:Mundipharma Pharmaceuticals Ltd.' 'NSX:Cyprus",Chai,56507.85,108,6102848,216,12205696,118,6667926.52,206,11640617.48,5,2019,
45,BETA01,"Betadine Gargle & Mouthwash 1% [Povidon iodin](Lô:),Date )'HSX:Mundipharma Pharmaceuticals Ltd.' 'NSX:Cyprus",Chai,56507.85,95,5368246.17,0,0,95,5368246.17,0,0,5,2019,
46,BICE01,"Bicebid 200mg [Cefixim ](Lô:),Date )'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Viên,1069,4826,5158992.39,0,0,1025,1095724.66,3801,4063267.73,5,2019,
47,BORT01,"Bortezomib 3,5mg [Bortezomib](Lô:),Date )'HSX:Dr. Reddys Laboratories Ltd.' 'NSX:India",Lọ,5990000,6,35940000,30,179700000,20,119800000,16,95840000,5,2019,"bortezomib_3,5mg_lo"
48,BUS002,"Buscopan 10mg [Hyoscin butylbromid](Lô:),Date )'HSX:Delpharm Reims' 'NSX:France",viên,1119.99,33,36959.67,0,0,0,0,33,36959.67,5,2019,
49,BUSC02,"Buscopan 10mg [Hyoscin butylbromid](Lô:),Date )'HSX:Delpharm Reims' 'NSX:Pháp",Viên,1119.99,100,111999,0,0,0,0,100,111999,5,2019,
50,BUSC01,"Buscopan 20 mg/ml [Hyoscin butylbromid](Lô:),Date )'HSX:Boehringer Ingelheim Espana S.A' 'NSX:Tây Ban Nha",Ống,8375.96,133,1114002.68,0,0,28,234526.88,105,879475.8,5,2019,
51,BUS001,"Buscopan 20mg/ml [Hyoscin butylbromid](Lô:),Date )'HSX:Boehringer Ingelheim Espana S.A' 'NSX:Tây Ban Nha",ống,8375.96,0,0,0,0,-5,-41879.8,5,41879.8,5,2019,
52,CALC02,"Calci clorid 500mg/5ml [Calci clorid](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Minh Dân' 'NSX:Việt Nam",Ống,1450,198,287100,0,0,153,221850,45,65250,5,2019,
53,CALC03,"Calcium Folinat 100mg Injection 10mg/ml Folinic acid [Calci folinat](Lô:),Date )'HSX:Hospira Australia Pty Ltd' 'NSX:Úc",Lọ,135820,242,32868440,0,0,71,9643220,171,23225220,5,2019,
54,CAMM01,"Cammic 500mg [Tranexamic acid](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",Viên,1600,7105,11368000,0,0,892,1427200,6213,9940800,5,2019,
55,CAM001,"Cammic 500mg [Tranexamic acid](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",viên,1659,3,4977,0,0,0,0,3,4977,5,2019,
56,CAN001,"Cancidas Inf* 50mg [Caspofungin*](Lô:),Date )'HSX:Laboratoires Merck Sharp & Dohme Chibret' 'NSX:Pháp",lọ,6531000,54,352674000,10,65310000,31,202461000,33,215523000,5,2019,
57,CAPT01,"Captagim 25mg [Captopril](Lô:),Date )'HSX:Chi nhánh công tycổ phần dược phẩm Agimexpharm- Nhà máy sán xuat dược phẩm Agimexpharm' 'NSX:Việt Nam",Viên,76,994,75543.01,0,0,0,0,994,75543.01,5,2019,
58,CAP001,"Captopril 25mg [Captopril](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Khánh Hoà' 'NSX:Việt Nam",viên,81,126,10206,0,0,9,729,117,9477,5,2019,
59,CATO01,"Catoprine 50mg [Mercaptopurin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Việt Nam",Viên,2800,0,0,10000,27999999,6530,18283999.35,3470,9715999.65,5,2019,mercaptopurin_50_vien
60,CATO01,"Catoprine 50mg [Mercaptopurin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Việt Nam",Viên,2800,150,420000,12300,34440000,5150,14420000,7300,20440000,5,2019,mercaptopurin_50_vien
61,CEF001,"Cefepim* 1g [Cefepim*](Lô:),Date )'HSX:Công ty cổ phần Dược phẩm Euvipharm' 'NSX:Việt Nam",lọ,17850,24,428400,0,0,0,0,24,428400,5,2019,
62,CEFT01,"Ceftazidim Kabi 1g [Ceftazidim](Lô:),Date )'HSX:Labesfal- Laboratorios Almiro, SA' 'NSX:Portugal",Lọ,27300,122,3330600,0,0,122,3330600,0,0,5,2019,
63,CEL0022,"Cellcept 250mg [Mycophenolat](Lô:),Date )'HSX:Roche S.p.A' 'NSX:Italy",viên,27671.99,300,8301598,0,0,0,0,300,8301598,5,2019,
64,CEL0022,"Cellcept 250mg [Mycophenolat](Lô:),Date )'HSX:Roche S.p.A' 'NSX:Italy",viên,27672,237,6558262.82,0,0,0,0,237,6558262.82,5,2019,
65,CEL0023,"Cellcept 500mg [Mycophenolat](Lô:),Date )'HSX:Roche S.p.A' 'NSX:Italy",viên,52576,0,0,150,7886400,0,0,150,7886400,5,2019,
66,CEL0023,"Cellcept 500mg [Mycophenolat](Lô:),Date )'HSX:Roche S.p.A' 'NSX:Italy",viên,55343.99,300,16603196,0,0,0,0,300,16603196,5,2019,
67,CEL0023,"Cellcept 500mg [Mycophenolat](Lô:),Date )'HSX:Roche S.p.A' 'NSX:Italy",viên,55343.99,174,9629853.97,0,0,57,3154607.34,117,6475246.64,5,2019,
68,CERN01,"Cernevit  [Vit A+D3+E +C+B1+B2+ B3+B5+B6+ B7+B9+B12](Lô:),Date )'HSX:Pierre Fabre Medicament production' 'NSX:Pháp",Lọ,131998.97,200,26399793,0,0,0,0,200,26399793,5,2019,
69,CERN01,"Cernevit  [Vit A+D3+E +C+B1+B2+ B3+B5+B6+ B7+B9+B12](Lô:),Date )'HSX:Pierre Fabre Medicament production' 'NSX:Pháp",Lọ,131998.97,71,9371926.63,0,0,32,4223966.93,39,5147959.7,5,2019,
70,CHEM01,"Chemacin 500mg/2ml [Amikacin*](Lô:),Date )'HSX:Laboratorio Farmaceutico C.T.s.r.l.' 'NSX:Italy",Ống,28350,2204.2,62489070,2040,57834000,2517,71356950,1727.2,48966120,5,2019,
71,CHEM03,"Chemodox 2mg/ml [Doxorubicin](Lô:),Date )'HSX:Sun Pharmaceutical Industries Ltd.' 'NSX:India",Lọ,3800000,0,0,46,174800000,30,114000000,16,60800000,5,2019,
72,CIPR02,"Ciprobay 200mg/100ml [Ciprofloxacin](Lô:),Date )'HSX:Bayer Pharma AG' 'NSX:Đức",Lọ,209919.99,306,64235516.94,400,83967996,444,93204475.56,262,54999037.38,5,2019,
73,CIPR03,"Ciprofloxacin Injection 200mg/100ml [Ciprofloxacin](Lô:),Date )'HSX:JW Pharmaceutical Corporation' 'NSX:Korea",Chai,40000,20,800000,0,0,0,0,20,800000,5,2019,
74,CLIN01,"Clinoleic 100ml 80% + 20% [Nhũ dịch lipid](Lô:),Date )'HSX:Baxter S.A' 'NSX:Bỉ",Túi ,169999.22,16,2719987.56,0,0,0,0,16,2719987.56,5,2019,
75,CLIN02,"Clinoleic 250ml 80% + 20% [Nhũ dịch lipid](Lô:),Date )'HSX:Baxter S.A' 'NSX:Bỉ",Túi,319999.05,35,11199966.75,0,0,19,6079981.95,16,5119984.8,5,2019,
76,COLI02,"Colirex 1.000.000 IU [Colistin*](Lô:),Date )'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Lọ,359100,333,119580300,420,150822000,258,92647800,495,177754500,5,2019,
77,COL002,"Colistimetato de Sodio G.E.S 1MUI [Colistin*](Lô:),Date )'HSX:Genfarma Laboratorio, S.L.' 'NSX:Tây Ban Nha",lọ,378000,2,756000,0,0,0,0,2,756000,5,2019,
78,CON0013,"Concor 5mg [Bisoprolol](Lô:),Date )'HSX:Merck KGaA (Đóng gói: Merck KGaA & Co., Werk Spittal' 'NSX:Germany; Đóng gói: Austria",viên,4290,900,3861000,0,0,67,287430,833,3573570,5,2019,
79,CON0011,"Concor 5mg [Bisoprolol](Lô:),Date )'HSX:Merck KGaA' 'NSX:Germany",viên,3936,256,1007616.04,0,0,0,0,256,1007616.04,5,2019,
80,COND01,"Condova 500mg [Hydroxycarbamid](Lô:),Date )'HSX:Công ty cổ phần SPM' 'NSX:Việt Nam",Viên,1890,49392,93350880,45000,85050000,47854,90444060,46538,87956820,5,2019,hydroxycarbamid_500_vien
81,COV001,"Coversyl 10mg [Perindopril](Lô:),Date )'HSX:Les Laboratoires Servier Industrie' 'NSX:France",viên,7960,579,4608840,0,0,28,222880,551,4385960,5,2019,
82,COV0021,"Coversyl 10mg [Perindopril](Lô:),Date )'HSX:Les Laboratoires Servier Industrie' 'NSX:Pháp",viên,7960,300,2388000,0,0,0,0,300,2388000,5,2019,
83,COV0023,"Coversyl 5mg [Perindopril](Lô:),Date )'HSX:Les Laboratoires Servier Industrie' 'NSX:France",viên,5650,1040,5876000,600,3390000,189,1067850,1451,8198150,5,2019,
84,COV0025,"Cravit I.V 250mg [Levofloxacin*](Lô:),Date )'HSX:Olic (Thailand) Ltd.' 'NSX:Thái Lan",lọ,89499.99,100,8949999,0,0,0,0,100,8949999,5,2019,
85,COV0025,"Cravit I.V 250mg [Levofloxacin*](Lô:),Date )'HSX:Olic (Thailand) Ltd.' 'NSX:Thái Lan",lọ,89499.99,0,0,500,44749997,0,0,500,44749997,5,2019,
86,COV0025,"Cravit I.V 250mg [Levofloxacin*](Lô:),Date )'HSX:Olic (Thailand) Ltd.' 'NSX:Thái Lan",lọ,89500,243,21748498.79,0,0,169,15125499.16,74,6622999.63,5,2019,
87,CURA01,"Curam 500mg; 125mg [Amoxicilin + acid clavulanic](Lô:),Date )'HSX:Lek Pharmaceutic als d.d' 'NSX:Slovenia",Viên,5100,4759,24270899.01,0,0,420,2141999.91,4339,22128899.1,5,2019,amox_clavulanac_500_125_vien
88,CURA01,"Curam 500mg; 125mg [Amoxicilin + acid clavulanic](Lô:),Date )'HSX:Lek Pharmaceutic als d.d' 'NSX:Slovenia",Viên,5100,2241,11429100,0,0,719,3666900,1522,7762200,5,2019,amox_clavulanac_500_125_vien
89,CYM0012,"Cymevene 500mg Ganciclovir [Ganciclovir*](Lô:),Date )'HSX:F.Hoffmann-La Roche Ltd.' 'NSX:Switzerland",lọ,790493.56,153,120945514.68,0,0,14,11066909.84,139,109878604.84,5,2019,
90,CYTA02,"Cytarabine - Belmed 100mg [Cytarabin](Lô:),Date )'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",Ống,76860,18,1383480,0,0,8,614880,10,768600,5,2019,
91,DACA01,"Dacarbazin Medac 200mg(Lô:),Date )'HSX:Oncomed Manufacturing A.S' 'NSX:Germany",Lọ,319000,0,0,8,2552000,4,1276000,4,1276000,5,2019,
92,DAFL01,"Daflon 450mg + 50mg [Diosmin + hesperidin](Lô:),Date )'HSX:Les Laboratoires Servier Industrie' 'NSX:Pháp",Viên,3258,5757,18756306,0,0,2468,8040744,3289,10715562,5,2019,diosmine_hesperidin_450_50_vien
93,DAL001,"Dalacin C 600mg/4ml [Clindamycin](Lô:),Date )'HSX:Pfizer Manufacturing Belgium N.V.' 'NSX:Belgium",ống,104800,31,3248800,0,0,0,0,31,3248800,5,2019,
94,DAUN01,"Daunocin 20mg [Daunorubicin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,195999.99,0,0,34,6663999.5,34,6663999.5,0,0,5,2019,
95,DAUN01,"Daunocin 20mg [Daunorubicin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,195999.99,57,11171999.43,0,0,57,11171999.43,0,0,5,2019,
96,DAUN01,"Daunocin 20mg [Daunorubicin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,195999.99,0,0,67,13131999.5,67,13131999.5,0,0,5,2019,
97,DAUN01,"Daunocin 20mg [Daunorubicin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,196000,0,0,200,39200000,61,11956000,139,27244000,5,2019,
98,AA0001,"DBL Sulfamethoxazole+Trimethoprim 400mg+80mg(Lô:),Date )'HSX:Hameln Pharmaceutical GmbH' 'NSX:Germany",Ống,391000,0,0,200,78200000,0,0,200,78200000,5,2019,
99,DECI01,"Decitabine 50mg [Decitabin](Lô:),Date )'HSX:Dr. ReddyLaboratories Ltd' 'NSX:India",Lọ,9029800,14,126417200,11,99327800,24,216715200,1,9029800,5,2019,
100,DEFE02,"Deferiprone A.T (Nhóm 3) 500mg [Deferipron](Lô:),Date )'HSX:Công ty Cổ phần Dược phẩm An Thiên' 'NSX:Việt Nam",Viên,3360,79436,266904960,44100,148176000,79865,268346400,43671,146734560,5,2019,deferipron_500mg_vien
101,DEPO01,"Depo-medrol 40mg [Methyl prednisolon](Lô:),Date )'HSX:Pfizer Manufacturing Belgium NV' 'NSX:Bỉ",Lọ,34669.99,210,7280697.38,0,0,50,1733499.38,160,5547198,5,2019,
102,DEPO01,"Depo-medrol 40mg [Methyl prednisolon](Lô:),Date )'HSX:Pfizer Manufacturing Belgium NV' 'NSX:Bỉ",Lọ,34670,40,1386800,0,0,0,0,40,1386800,5,2019,
103,DESF01,"Desfonak 500mg [Deferoxamin](Lô:),Date )'HSX:Ronak Biopharmaceutical Co' 'NSX:Iran",Lọ,127000,966,122682000,0,0,965,122555000,1,127000,5,2019,
104,DEXA01,"Dexamethasone 4mg/1ml [Dexamethason phosphat ](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Trung ương 2' 'NSX:Việt Nam",Ống,885,2952,2612520,5000,4425000,2433,2153205,5519,4884315,5,2019,dexamethason_4mg_lo
105,DIAM01,"Diamicron MR 30mg [Gliclazid](Lô:),Date )'HSX:Les Laboratoires Servier Industrie' 'NSX:Pháp",Viên,2780,4396,12220880,0,0,911,2532580,3485,9688300,5,2019,
106,DIA002,"Diazepam 2ml 10mg [Diazepam](Lô:),Date )'HSX:Chi nhánh công ty  cổ phần dược phẩm trung ương Vidipha tai Bình Dương' 'NSX:Việt Nam",ống,4473,26,116298,0,0,1,4473,25,111825,5,2019,
107,DIA003,"Diazepam 5mg 5mg [Diazepam](Lô:),Date )'HSX:Chi nhánh công ty  cổ phần dược phẩm trung ương Vidipha tai Bình Dương' 'NSX:Việt Nam",viên,231,0,0,0,0,-1,-231,1,231,5,2019,
108,DIA003,"Diazepam 5mg 5mg [Diazepam](Lô:),Date )'HSX:Chi nhánh công ty  cổ phần dược phẩm trung ương Vidipha tai Bình Dương' 'NSX:Việt Nam",viên,240,81,19440,0,0,16,3840,65,15600,5,2019,
109,DILA01,"Dilarem capsules 150mg [Fluconazol](Lô:),Date )'HSX:Remedica Ltd' 'NSX:Cyprus",Viên,29700,6,178200,0,0,5,148500,1,29700,5,2019,
110,DIM002,"Dimedrol 10mg/ml [Diphenhydramin](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Vĩnh Phúc' 'NSX:Việt Nam",ống,630,2,1260,0,0,0,0,2,1260,5,2019,
111,DIO001,"Diosmectit 3g [Diosmectit](Lô:),Date )'HSX:Công ty cổ phần dược Vacopharm' 'NSX:Việt Nam",gói,1479.55,378,559271.52,0,0,83,122803.01,295,436468.51,5,2019,
112,DIO001,"Diosmectit 3g [Diosmectit](Lô:),Date )'HSX:Công ty cổ phần dược Vacopharm' 'NSX:Việt Nam",gói,787,0,0,0,0,0,0,0,0,5,2019,
113,DIP0011,"Diprivan 10mg/ml [Propofol](Lô:),Date )'HSX:Corden Pharma S.P.A' 'NSX:Italy",ống,118168,30,3545040,0,0,0,0,30,3545040,5,2019,
114,DIP0012,"Diprivan 10mg/ml [Propofol](Lô:),Date )'HSX:Corden Pharma S.P.A' 'NSX:Italy",ống,118168,300,35450400,0,0,0,0,300,35450400,5,2019,
115,DOB001,"Dobutamine Panpharma 250mg dobutamine/20ml [Dobutamin](Lô:),Date )'HSX:Rotexmedica GmbH Arzneimittel werk' 'NSX:Germany",lọ,58000,19,1102000,0,0,4,232000,15,870000,5,2019,
116,DOBU01,"Dobutamine Panpharma 250mg/20ml [Dobutamin](Lô:),Date )'HSX:Rotexmedica GmbH Arzneimittel werk' 'NSX:Đức",Lọ,56000,20,1120000,0,0,0,0,20,1120000,5,2019,
117,DOMI01,"Domide Capsules 50mg [Thalidomid](Lô:),Date )'HSX:TTY Biopharm Co., Ltd' 'NSX:Đài Loan",Viên,62499.99,14860,928749851.4,0,0,1227,76687487.73,13633,852062363.67,5,2019,
118,DOP001,"Dopamine hydrochloride 4% 200mg/5ml [Dopamin (hydroclorid)](Lô:),Date )'HSX:Warsaw Pharmaceutic al Works Polfa S.A.' 'NSX:Poland",ống,23940,17,406980,0,0,0,0,17,406980,5,2019,
119,DOXO02,"Doxorubicin ""Ebewe"" 50mg/25ml 2mg/ml [Doxorubicin](Lô:),Date )'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo",Lọ,354449.99,100,35444999,0,0,0,0,100,35444999,5,2019,
120,DOXO02,"Doxorubicin ""Ebewe"" 50mg/25ml 2mg/ml [Doxorubicin](Lô:),Date )'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo",Lọ,354450,72,25520400,0,0,35,12405750,37,13114650,5,2019,
121,DOZI01,"Dozidine MR 35mg [Trimetazidin](Lô:),Date )'HSX:Công ty Cổ phần xuất nhập khẩu y tế Domesco' 'NSX:Việt Nam",Viên,429.45,3563,1530130.35,0,0,720,309204,2843,1220926.35,5,2019,
122,DUN001,"Dung dịch sát khuẩn Microshield 2% 500ml(Lô:),Date )'HSX:Ensign Laboratories Pty. Ltd' 'NSX:Úc",chai,109157,50,5457850,0,0,29,3165553,21,2292297,5,2019,
123,DUPH01,"Duphalac 10g/15ml [Lactulose](Lô:),Date )'HSX:Abbott Biologicals B.V' 'NSX:Hà lan",Gói,2727.95,46,125485.82,0,0,26,70926.77,20,54559.05,5,2019,
124,DUPH01,"Duphalac 10g/15ml [Lactulose](Lô:),Date )'HSX:Abbott Biologicals B.V' 'NSX:Hà lan",Gói,2727.96,200,545591,400,1091182,203,553774.87,397,1082998.14,5,2019,
125,DURI01,"Duritex 500mg [Deferasirox](Lô:),Date )'HSX:Chi nhánh Công ty Cổ phần dược phẩm Phong Phú - Nhà máy sản xuất dược phẩm Usarichpharm' 'NSX:Việt Nam",Viên,191380,5335,1021012300,2870,549260600,7422,1420422360,783,149850540,5,2019,
126,ENDO01,"Endoxan 200mg [Cyclophosphamid](Lô:),Date )'HSX:Baxter Oncology GmbH' 'NSX:Đức",Lọ,49828.8,162,8072265.6,300,14948640,30,1494864,432,21526041.6,5,2019,
127,ENDO02,"Endoxan 500mg [Cyclophosphamid](Lô:),Date )'HSX:Baxter Oncology GmbH.' 'NSX:Đức",Lọ,124375.65,269,33457049.85,100,12437565,109,13556945.85,260,32337669,5,2019,
128,EPRE01,"Eprex 10.000U[CHƯA SỬ DỤNG ĐƯỢC] 10000 UI/1ml [Erythropoietin](Lô:),Date )'HSX:Cilag AG' 'NSX:Switzerland",Ống,1149999.9,0,0,30,34499997,0,0,30,34499997,5,2019,
129,EPR0023,"Eprex 2000 UI/0,5ml [Erythropoietin](Lô:),Date )'HSX:Cilag AG' 'NSX:Switzerland",ống,269998.93,0,0,72,19439923,0,0,72,19439923,5,2019,
